file,speaker,label
754.wav,Barack Obama,bona-fide
755.wav,Christopher Hitchens,bona-fide
756.wav,Bernie Sanders,spoof
757.wav,Ronald Reagan,bona-fide
758.wav,Barack Obama,spoof
759.wav,Louis Farrakhan,bona-fide
760.wav,Barack Obama,bona-fide
761.wav,Donald Trump,bona-fide
762.wav,Alan Watts,bona-fide
763.wav,Norm MacDonald,spoof
764.wav,Alec Guinness,spoof
765.wav,Alec Guinness,bona-fide
766.wav,Ronald Reagan,bona-fide
767.wav,Donald Trump,bona-fide
768.wav,Ronald Reagan,spoof
769.wav,Queen Elizabeth II,spoof
770.wav,Christopher Hitchens,spoof
771.wav,Donald Trump,bona-fide
772.wav,Donald Trump,bona-fide
773.wav,Bill Burr,spoof
774.wav,Barack Obama,bona-fide
775.wav,Barack Obama,bona-fide
776.wav,Barack Obama,bona-fide
777.wav,Malcolm X,bona-fide
778.wav,Boris Johnson,bona-fide
779.wav,Donald Trump,bona-fide
780.wav,Jeff Goldblum,bona-fide
781.wav,Milton Friedman,spoof
782.wav,Harry Truman,spoof
783.wav,Alec Guinness,spoof
784.wav,Mark Zuckerberg,spoof
785.wav,Arnold Schwarzenegger,bona-fide
786.wav,Alec Guinness,bona-fide
787.wav,Ayn Rand,spoof
788.wav,George Carlin,bona-fide
789.wav,Ayn Rand,bona-fide
790.wav,Alec Guinness,bona-fide
791.wav,Arnold Schwarzenegger,spoof
792.wav,Ayn Rand,bona-fide
793.wav,Lyndon Johnson,bona-fide
794.wav,Bill Clinton,bona-fide
795.wav,Bill Burr,spoof
796.wav,Ayn Rand,bona-fide
797.wav,Scarlett Johansson,spoof
798.wav,Ayn Rand,spoof
799.wav,Bernie Sanders,bona-fide
800.wav,Ronald Reagan,spoof
801.wav,JFK,bona-fide
802.wav,Ayn Rand,spoof
803.wav,Winston Churchill,spoof
804.wav,Barack Obama,bona-fide
805.wav,Bill Clinton,bona-fide
806.wav,Ronald Reagan,bona-fide
807.wav,Bernie Sanders,spoof
808.wav,Christopher Hitchens,bona-fide
809.wav,Nelson Mandela,spoof
810.wav,Barack Obama,bona-fide
811.wav,Kanye West,spoof
812.wav,Bernie Sanders,bona-fide
813.wav,Barack Obama,bona-fide
814.wav,Donald Trump,bona-fide
815.wav,Winston Churchill,bona-fide
816.wav,Bernie Sanders,spoof
817.wav,Louis Farrakhan,bona-fide
818.wav,Alec Guinness,bona-fide
819.wav,Barack Obama,bona-fide
820.wav,Barack Obama,spoof
821.wav,Alec Guinness,bona-fide
822.wav,Ayn Rand,spoof
823.wav,Donald Trump,bona-fide
824.wav,Barack Obama,bona-fide
825.wav,Arnold Schwarzenegger,bona-fide
826.wav,Mark Zuckerberg,bona-fide
827.wav,Nelson Mandela,spoof
828.wav,Bill Clinton,bona-fide
829.wav,Donald Trump,bona-fide
830.wav,Barack Obama,bona-fide
831.wav,Nick Offerman,bona-fide
832.wav,Donald Trump,bona-fide
833.wav,Christopher Hitchens,bona-fide
834.wav,Alec Guinness,spoof
835.wav,Bernie Sanders,spoof
836.wav,Ronald Reagan,spoof
837.wav,Bernie Sanders,bona-fide
838.wav,Barack Obama,spoof
839.wav,George W. Bush,spoof
840.wav,Christopher Hitchens,spoof
841.wav,Alec Guinness,spoof
842.wav,Bernie Sanders,spoof
843.wav,Alexandria Ocasio-Cortez,spoof
844.wav,JFK,bona-fide
845.wav,Donald Trump,bona-fide
846.wav,Ayn Rand,bona-fide
847.wav,Donald Trump,bona-fide
848.wav,Alec Guinness,spoof
849.wav,Richard Nixon,bona-fide
850.wav,Winston Churchill,bona-fide
851.wav,Winston Churchill,bona-fide
852.wav,Orson Welles,spoof
853.wav,Richard Nixon,spoof
854.wav,Donald Trump,bona-fide
855.wav,FDR,bona-fide
856.wav,Ronald Reagan,spoof
857.wav,Barack Obama,spoof
858.wav,Jimmy Carter,bona-fide
859.wav,Donald Trump,bona-fide
860.wav,Barack Obama,bona-fide
861.wav,Donald Trump,bona-fide
862.wav,Donald Trump,bona-fide
863.wav,Ayn Rand,bona-fide
864.wav,Ayn Rand,spoof
865.wav,Ayn Rand,spoof
866.wav,Bernie Sanders,bona-fide
867.wav,JFK,bona-fide
868.wav,Bill Clinton,spoof
869.wav,Alec Guinness,bona-fide
870.wav,Milton Friedman,spoof
871.wav,Bill Clinton,bona-fide
872.wav,Mark Zuckerberg,bona-fide
873.wav,JFK,spoof
874.wav,Milton Friedman,spoof
875.wav,Alec Guinness,bona-fide
876.wav,FDR,bona-fide
877.wav,Ayn Rand,spoof
878.wav,Donald Trump,bona-fide
879.wav,Martin Luther King,spoof
880.wav,Alec Guinness,bona-fide
881.wav,Bernie Sanders,spoof
882.wav,Bernie Sanders,spoof
883.wav,Bernie Sanders,spoof
884.wav,Jerry Seinfeld,spoof
885.wav,Louis Farrakhan,bona-fide
886.wav,Donald Trump,bona-fide
887.wav,Donald Trump,bona-fide
888.wav,Bill Clinton,spoof
889.wav,Adam Driver,spoof
890.wav,Barack Obama,bona-fide
891.wav,Mark Zuckerberg,spoof
892.wav,Alec Guinness,bona-fide
893.wav,Martin Luther King,spoof
894.wav,Donald Trump,bona-fide
895.wav,Bill Clinton,bona-fide
896.wav,Milton Friedman,bona-fide
897.wav,Alec Guinness,bona-fide
898.wav,Barack Obama,spoof
899.wav,Donald Trump,bona-fide
900.wav,Christopher Hitchens,bona-fide
901.wav,Bernie Sanders,spoof
902.wav,Ronald Reagan,bona-fide
903.wav,FDR,bona-fide
904.wav,Mr. Rogers,spoof
905.wav,Gilbert Gottfried,spoof
906.wav,Donald Trump,bona-fide
907.wav,Queen Elizabeth II,bona-fide
908.wav,Alec Guinness,spoof
909.wav,Winston Churchill,spoof
910.wav,Bernie Sanders,bona-fide
911.wav,JFK,bona-fide
912.wav,Ayn Rand,bona-fide
913.wav,Christopher Hitchens,bona-fide
914.wav,Bill Clinton,bona-fide
915.wav,Barack Obama,bona-fide
916.wav,Milton Friedman,spoof
917.wav,Ayn Rand,bona-fide
918.wav,Bill Clinton,bona-fide
919.wav,Donald Trump,bona-fide
920.wav,Donald Trump,bona-fide
921.wav,Barack Obama,bona-fide
922.wav,Nick Offerman,bona-fide
923.wav,Martin Luther King,bona-fide
924.wav,Alec Guinness,spoof
925.wav,Christopher Hitchens,bona-fide
926.wav,Barack Obama,bona-fide
927.wav,Alec Guinness,bona-fide
928.wav,Bill Clinton,bona-fide
929.wav,Bernie Sanders,bona-fide
930.wav,Barack Obama,bona-fide
931.wav,Donald Trump,bona-fide
932.wav,Bill Clinton,bona-fide
933.wav,Ayn Rand,spoof
934.wav,JFK,bona-fide
935.wav,Ronald Reagan,bona-fide
936.wav,Donald Trump,bona-fide
937.wav,FDR,bona-fide
938.wav,FDR,spoof
939.wav,Bill Clinton,bona-fide
940.wav,Christopher Hitchens,spoof
941.wav,George Carlin,bona-fide
942.wav,Mark Zuckerberg,spoof
943.wav,Orson Welles,spoof
944.wav,Ayn Rand,spoof
945.wav,Bernie Sanders,bona-fide
946.wav,Bill Clinton,bona-fide
947.wav,Donald Trump,bona-fide
948.wav,FDR,bona-fide
949.wav,Bernie Sanders,bona-fide
950.wav,Alec Guinness,spoof
951.wav,Boris Johnson,bona-fide
952.wav,Alec Guinness,bona-fide
953.wav,JFK,spoof
954.wav,Bill Clinton,bona-fide
955.wav,Winston Churchill,spoof
956.wav,Donald Trump,bona-fide
957.wav,Bill Clinton,spoof
958.wav,Donald Trump,bona-fide
959.wav,Bernie Sanders,bona-fide
960.wav,Barack Obama,bona-fide
961.wav,Barack Obama,bona-fide
962.wav,Donald Trump,bona-fide
963.wav,Ronald Reagan,spoof
964.wav,Alec Guinness,bona-fide
965.wav,Barack Obama,bona-fide
966.wav,Barack Obama,bona-fide
967.wav,Winston Churchill,spoof
968.wav,Kanye West,spoof
969.wav,JFK,bona-fide
970.wav,Alec Guinness,spoof
971.wav,Christopher Hitchens,bona-fide
972.wav,Alan Watts,spoof
973.wav,Barack Obama,bona-fide
974.wav,Arnold Schwarzenegger,bona-fide
975.wav,Barack Obama,bona-fide
976.wav,Winston Churchill,bona-fide
977.wav,Alec Guinness,spoof
978.wav,Mr. Rogers,spoof
979.wav,Ayn Rand,spoof
980.wav,Ayn Rand,spoof
981.wav,Nelson Mandela,bona-fide
982.wav,Ronald Reagan,spoof
983.wav,Ronald Reagan,spoof
984.wav,George Carlin,bona-fide
985.wav,Alec Guinness,bona-fide
986.wav,Donald Trump,bona-fide
987.wav,Ayn Rand,bona-fide
988.wav,JFK,bona-fide
989.wav,Milton Friedman,spoof
990.wav,Barack Obama,spoof
991.wav,Bill Clinton,spoof
992.wav,Barack Obama,bona-fide
993.wav,JFK,bona-fide
994.wav,Alec Guinness,bona-fide
995.wav,Jeff Goldblum,bona-fide
996.wav,Queen Elizabeth II,spoof
997.wav,Barack Obama,bona-fide
998.wav,Richard Nixon,bona-fide
999.wav,Mr. Rogers,spoof
1000.wav,Barack Obama,bona-fide
1001.wav,Donald Trump,bona-fide
1002.wav,Adam Driver,bona-fide
1003.wav,Bill Burr,spoof
1004.wav,Bernie Sanders,bona-fide
1005.wav,Donald Trump,bona-fide
1006.wav,Ayn Rand,spoof
1007.wav,Donald Trump,bona-fide
1008.wav,2Pac,spoof
1009.wav,Arnold Schwarzenegger,bona-fide
1010.wav,Ronald Reagan,bona-fide
1011.wav,George Carlin,bona-fide
1012.wav,Bernie Sanders,spoof
1013.wav,Christopher Hitchens,spoof
1014.wav,Martin Luther King,spoof
1015.wav,Alec Guinness,spoof
1016.wav,Bernie Sanders,bona-fide
1017.wav,Ayn Rand,spoof
1018.wav,Louis Farrakhan,bona-fide
1019.wav,Barack Obama,bona-fide
1020.wav,Kanye West,spoof
1021.wav,Gilbert Gottfried,spoof
1022.wav,FDR,bona-fide
1023.wav,Alec Guinness,bona-fide
1024.wav,Barack Obama,bona-fide
1025.wav,Ayn Rand,bona-fide
1026.wav,JFK,bona-fide
1027.wav,Donald Trump,bona-fide
1028.wav,Tucker Carlson,spoof
1029.wav,Donald Trump,bona-fide
1030.wav,Adam Driver,spoof
1031.wav,JFK,bona-fide
1032.wav,Ronald Reagan,bona-fide
1033.wav,Ayn Rand,spoof
1034.wav,Mark Zuckerberg,spoof
1035.wav,Ronald Reagan,bona-fide
1036.wav,Donald Trump,bona-fide
1037.wav,Louis Farrakhan,bona-fide
1038.wav,Alec Guinness,bona-fide
1039.wav,Barack Obama,bona-fide
1040.wav,Louis Farrakhan,bona-fide
1041.wav,Ayn Rand,bona-fide
1042.wav,Alexandria Ocasio-Cortez,bona-fide
1043.wav,Bill Clinton,bona-fide
1044.wav,Tucker Carlson,bona-fide
1045.wav,Donald Trump,bona-fide
1046.wav,Donald Trump,bona-fide
1047.wav,Milton Friedman,bona-fide
1048.wav,The Notorious B.I.G.,spoof
1049.wav,Barack Obama,bona-fide
1050.wav,Barack Obama,bona-fide
1051.wav,Alec Guinness,spoof
1052.wav,Malcolm X,bona-fide
1053.wav,Martin Luther King,bona-fide
1054.wav,Queen Elizabeth II,bona-fide
1055.wav,Bernie Sanders,bona-fide
1056.wav,Bill Clinton,bona-fide
1057.wav,Donald Trump,bona-fide
1058.wav,Alec Guinness,bona-fide
1059.wav,Jerry Seinfeld,spoof
1060.wav,Mark Zuckerberg,bona-fide
1061.wav,Orson Welles,spoof
1062.wav,Ayn Rand,bona-fide
1063.wav,Barack Obama,bona-fide
1064.wav,Bill Clinton,spoof
1065.wav,Donald Trump,bona-fide
1066.wav,Bernie Sanders,bona-fide
1067.wav,Mark Zuckerberg,bona-fide
1068.wav,Ronald Reagan,spoof
1069.wav,Ayn Rand,spoof
1070.wav,JFK,bona-fide
1071.wav,Queen Elizabeth II,spoof
1072.wav,Barack Obama,bona-fide
1073.wav,Alec Guinness,spoof
1074.wav,Barack Obama,bona-fide
1075.wav,Donald Trump,bona-fide
1076.wav,Donald Trump,bona-fide
1077.wav,Ayn Rand,bona-fide
1078.wav,Alec Guinness,spoof
1079.wav,Ayn Rand,bona-fide
1080.wav,Alexandria Ocasio-Cortez,bona-fide
1081.wav,Richard Nixon,bona-fide
1082.wav,Alec Guinness,spoof
1083.wav,Bill Clinton,bona-fide
1084.wav,Alec Guinness,bona-fide
1085.wav,Donald Trump,bona-fide
1086.wav,Barack Obama,bona-fide
1087.wav,Alec Guinness,spoof
1088.wav,Martin Luther King,bona-fide
1089.wav,Donald Trump,bona-fide
1090.wav,Queen Elizabeth II,spoof
1091.wav,Bernie Sanders,bona-fide
1092.wav,Bernie Sanders,spoof
1093.wav,Winston Churchill,bona-fide
1094.wav,Donald Trump,bona-fide
1095.wav,Ronald Reagan,spoof
1096.wav,Barack Obama,bona-fide
1097.wav,Alec Guinness,spoof
1098.wav,Bill Clinton,bona-fide
1099.wav,JFK,bona-fide
1100.wav,Barack Obama,spoof
1101.wav,Mark Zuckerberg,bona-fide
1102.wav,Barack Obama,bona-fide
1103.wav,Barack Obama,bona-fide
1104.wav,Alec Guinness,bona-fide
1105.wav,Ayn Rand,spoof
1106.wav,Queen Elizabeth II,spoof
1107.wav,Alec Guinness,bona-fide
1108.wav,Bill Clinton,bona-fide
1109.wav,Christopher Hitchens,bona-fide
1110.wav,Bernie Sanders,spoof
1111.wav,Bill Clinton,bona-fide
1112.wav,Martin Luther King,bona-fide
1113.wav,Bernie Sanders,bona-fide
1114.wav,Jerry Seinfeld,spoof
1115.wav,Mitch Hedberg,spoof
1116.wav,Bill Clinton,spoof
1117.wav,Ronald Reagan,spoof
1118.wav,Donald Trump,bona-fide
1119.wav,Bernie Sanders,bona-fide
1120.wav,Martin Luther King,bona-fide
1121.wav,Alec Guinness,spoof
1122.wav,Louis C.K.,spoof
1123.wav,Alec Guinness,spoof
1124.wav,Boris Johnson,bona-fide
1125.wav,Christopher Hitchens,bona-fide
1126.wav,Frank Sinatra,spoof
1127.wav,Ronald Reagan,spoof
1128.wav,Alan Watts,spoof
1129.wav,Alec Guinness,bona-fide
1130.wav,Ayn Rand,bona-fide
1131.wav,Alec Guinness,bona-fide
1132.wav,Alec Guinness,spoof
1133.wav,Louis Farrakhan,bona-fide
1134.wav,Barack Obama,bona-fide
1135.wav,Barack Obama,bona-fide
1136.wav,Alec Guinness,spoof
1137.wav,Bernie Sanders,bona-fide
1138.wav,Bernie Sanders,bona-fide
1139.wav,JFK,spoof
1140.wav,Bernie Sanders,bona-fide
1141.wav,Barack Obama,bona-fide
1142.wav,Barack Obama,bona-fide
1143.wav,Donald Trump,bona-fide
1144.wav,Ronald Reagan,spoof
1145.wav,Ayn Rand,spoof
1146.wav,Barack Obama,bona-fide
1147.wav,Donald Trump,bona-fide
1148.wav,Gilbert Gottfried,spoof
1149.wav,Barack Obama,bona-fide
1150.wav,Alec Guinness,spoof
1151.wav,Martin Luther King,bona-fide
1152.wav,Bernie Sanders,bona-fide
1153.wav,Donald Trump,bona-fide
1154.wav,Arnold Schwarzenegger,bona-fide
1155.wav,Donald Trump,bona-fide
1156.wav,Bernie Sanders,bona-fide
1157.wav,Winston Churchill,bona-fide
1158.wav,Alec Guinness,bona-fide
1159.wav,Kamala Harris,bona-fide
1160.wav,Queen Elizabeth II,spoof
1161.wav,Malcolm X,spoof
1162.wav,Ayn Rand,bona-fide
1163.wav,Boris Johnson,bona-fide
1164.wav,Winston Churchill,bona-fide
1165.wav,Ayn Rand,spoof
1166.wav,Donald Trump,bona-fide
1167.wav,Donald Trump,bona-fide
1168.wav,Alec Guinness,bona-fide
1169.wav,Alec Guinness,spoof
1170.wav,Alec Guinness,spoof
1171.wav,Malcolm X,spoof
1172.wav,Bernie Sanders,bona-fide
1173.wav,Bernie Sanders,bona-fide
1174.wav,Christopher Hitchens,bona-fide
1175.wav,Alec Guinness,bona-fide
1176.wav,Donald Trump,bona-fide
1177.wav,Ayn Rand,spoof
1178.wav,Donald Trump,bona-fide
1179.wav,Alec Guinness,bona-fide
1180.wav,Donald Trump,bona-fide
1181.wav,Martin Luther King,spoof
1182.wav,Ayn Rand,spoof
1183.wav,Martin Luther King,spoof
1184.wav,Dwight Eisenhower,spoof
1185.wav,Donald Trump,bona-fide
1186.wav,Barack Obama,spoof
1187.wav,Alan Watts,bona-fide
1188.wav,Barack Obama,bona-fide
1189.wav,Barack Obama,bona-fide
1190.wav,Barack Obama,bona-fide
1191.wav,Orson Welles,spoof
1192.wav,Donald Trump,bona-fide
1193.wav,Donald Trump,bona-fide
1194.wav,Robert Kardashian,bona-fide
1195.wav,Christopher Hitchens,spoof
1196.wav,Ayn Rand,bona-fide
1197.wav,Kanye West,spoof
1198.wav,Bernie Sanders,spoof
1199.wav,Donald Trump,bona-fide
1200.wav,Bill Clinton,bona-fide
1201.wav,Milton Friedman,spoof
1202.wav,Milton Friedman,spoof
1203.wav,Alec Guinness,spoof
1204.wav,Barack Obama,bona-fide
1205.wav,Winston Churchill,spoof
1206.wav,Bob Ross,bona-fide
1207.wav,Barack Obama,spoof
1208.wav,Robert Kardashian,spoof
1209.wav,Bernie Sanders,bona-fide
1210.wav,Jeff Goldblum,bona-fide
1211.wav,Donald Trump,bona-fide
1212.wav,Barack Obama,spoof
1213.wav,Winston Churchill,bona-fide
1214.wav,Milton Friedman,spoof
1215.wav,Donald Trump,bona-fide
1216.wav,Robert Kardashian,bona-fide
1217.wav,Martin Luther King,spoof
1218.wav,Harry Truman,bona-fide
1219.wav,Alec Guinness,bona-fide
1220.wav,Bill Clinton,bona-fide
1221.wav,Donald Trump,bona-fide
1222.wav,Queen Elizabeth II,spoof
1223.wav,Ronald Reagan,spoof
1224.wav,Winston Churchill,spoof
1225.wav,Norm MacDonald,spoof
1226.wav,Alec Guinness,spoof
1227.wav,Queen Elizabeth II,spoof
1228.wav,Alec Guinness,spoof
1229.wav,Alec Guinness,spoof
1230.wav,Christopher Hitchens,bona-fide
1231.wav,Louis C.K.,spoof
1232.wav,Barack Obama,bona-fide
1233.wav,Ronald Reagan,bona-fide
1234.wav,Alec Guinness,spoof
1235.wav,Ayn Rand,bona-fide
1236.wav,Ronald Reagan,bona-fide
1237.wav,George W. Bush,spoof
1238.wav,Donald Trump,bona-fide
1239.wav,Ronald Reagan,spoof
1240.wav,Ayn Rand,spoof
1241.wav,Ronald Reagan,bona-fide
1242.wav,Ayn Rand,spoof
1243.wav,Christopher Hitchens,bona-fide
1244.wav,Donald Trump,spoof
1245.wav,JFK,bona-fide
1246.wav,Alec Guinness,spoof
1247.wav,Louis Farrakhan,bona-fide
1248.wav,Dwight Eisenhower,bona-fide
1249.wav,Alan Watts,spoof
1250.wav,Winston Churchill,bona-fide
1251.wav,Bill Clinton,spoof
1252.wav,The Notorious B.I.G.,spoof
1253.wav,Barack Obama,spoof
1254.wav,Ayn Rand,spoof
1255.wav,Christopher Hitchens,bona-fide
1256.wav,Ayn Rand,bona-fide
1257.wav,Louis Farrakhan,bona-fide
1258.wav,JFK,spoof
1259.wav,Richard Nixon,bona-fide
1260.wav,Bill Clinton,bona-fide
1261.wav,Alexandria Ocasio-Cortez,bona-fide
1262.wav,Bill Clinton,bona-fide
1263.wav,Alec Guinness,spoof
1264.wav,Nelson Mandela,spoof
1265.wav,Bernie Sanders,bona-fide
1266.wav,Barack Obama,spoof
1267.wav,Barack Obama,bona-fide
1268.wav,Gilbert Gottfried,bona-fide
1269.wav,Donald Trump,bona-fide
1270.wav,Frank Sinatra,spoof
1271.wav,Alec Guinness,bona-fide
1272.wav,Alec Guinness,bona-fide
1273.wav,Bill Burr,spoof
1274.wav,Mark Zuckerberg,spoof
1275.wav,Martin Luther King,bona-fide
1276.wav,Ayn Rand,bona-fide
1277.wav,Mark Zuckerberg,bona-fide
1278.wav,Donald Trump,bona-fide
1279.wav,Mark Zuckerberg,spoof
1280.wav,Ayn Rand,bona-fide
1281.wav,Nelson Mandela,spoof
1282.wav,Ronald Reagan,spoof
1283.wav,Alan Watts,spoof
1284.wav,Norm MacDonald,bona-fide
1285.wav,Jimmy Carter,bona-fide
1286.wav,Ayn Rand,spoof
1287.wav,Donald Trump,bona-fide
1288.wav,Bernie Sanders,bona-fide
1289.wav,Alec Guinness,bona-fide
1290.wav,Barack Obama,spoof
1291.wav,Donald Trump,bona-fide
1292.wav,Bernie Sanders,bona-fide
1293.wav,Dwight Eisenhower,spoof
1294.wav,Barack Obama,bona-fide
1295.wav,Alec Guinness,bona-fide
1296.wav,Donald Trump,bona-fide
1297.wav,Alec Guinness,spoof
1298.wav,Martin Luther King,bona-fide
1299.wav,George Carlin,bona-fide
1300.wav,Mr. Rogers,spoof
1301.wav,Donald Trump,bona-fide
1302.wav,Nelson Mandela,spoof
1303.wav,Donald Trump,bona-fide
1304.wav,JFK,bona-fide
1305.wav,Barack Obama,bona-fide
1306.wav,Barack Obama,bona-fide
1307.wav,Bob Ross,spoof
1308.wav,Bill Clinton,spoof
1309.wav,Mitch Hedberg,spoof
1310.wav,Bill Clinton,bona-fide
1311.wav,Barack Obama,bona-fide
1312.wav,Adam Driver,bona-fide
1313.wav,JFK,bona-fide
1314.wav,Bernie Sanders,bona-fide
1315.wav,Alec Guinness,spoof
1316.wav,Queen Elizabeth II,spoof
1317.wav,Donald Trump,bona-fide
1318.wav,Milton Friedman,bona-fide
1319.wav,Winston Churchill,bona-fide
1320.wav,Queen Elizabeth II,bona-fide
1321.wav,Christopher Hitchens,spoof
1322.wav,Alec Guinness,bona-fide
1323.wav,Jeff Goldblum,bona-fide
1324.wav,Richard Nixon,bona-fide
1325.wav,Christopher Hitchens,bona-fide
1326.wav,Bill Clinton,bona-fide
1327.wav,Lyndon Johnson,bona-fide
1328.wav,Barack Obama,bona-fide
1329.wav,Alec Guinness,bona-fide
1330.wav,Donald Trump,bona-fide
1331.wav,Gilbert Gottfried,bona-fide
1332.wav,Bill Clinton,spoof
1333.wav,Barack Obama,bona-fide
1334.wav,Bill Clinton,bona-fide
1335.wav,Alec Guinness,spoof
1336.wav,Queen Elizabeth II,spoof
1337.wav,Donald Trump,bona-fide
1338.wav,Alan Watts,spoof
1339.wav,Tucker Carlson,spoof
1340.wav,Barack Obama,bona-fide
1341.wav,Lyndon Johnson,bona-fide
1342.wav,Barack Obama,bona-fide
1343.wav,Alec Guinness,spoof
1344.wav,Barack Obama,spoof
1345.wav,Bill Clinton,bona-fide
1346.wav,Nick Offerman,bona-fide
1347.wav,Barack Obama,bona-fide
1348.wav,Orson Welles,spoof
1349.wav,Barack Obama,bona-fide
1350.wav,Alec Guinness,spoof
1351.wav,Mark Zuckerberg,spoof
1352.wav,Christopher Hitchens,bona-fide
1353.wav,Christopher Hitchens,spoof
1354.wav,Queen Elizabeth II,bona-fide
1355.wav,Bill Clinton,spoof
1356.wav,Alec Guinness,bona-fide
1357.wav,Bill Clinton,bona-fide
1358.wav,Orson Welles,bona-fide
1359.wav,Martin Luther King,spoof
1360.wav,Louis Farrakhan,bona-fide
1361.wav,Ayn Rand,spoof
1362.wav,Donald Trump,bona-fide
1363.wav,Barack Obama,bona-fide
1364.wav,Martin Luther King,bona-fide
1365.wav,Barack Obama,bona-fide
1366.wav,Arnold Schwarzenegger,bona-fide
1367.wav,Martin Luther King,spoof
1368.wav,Ayn Rand,bona-fide
1369.wav,JFK,bona-fide
1370.wav,Christopher Hitchens,bona-fide
1371.wav,Queen Elizabeth II,spoof
1372.wav,Bernie Sanders,bona-fide
1373.wav,Orson Welles,spoof
1374.wav,Alec Guinness,bona-fide
1375.wav,Alec Guinness,spoof
1376.wav,Alan Watts,spoof
1377.wav,Donald Trump,bona-fide
1378.wav,Ronald Reagan,bona-fide
1379.wav,Donald Trump,bona-fide
1380.wav,Barack Obama,bona-fide
1381.wav,Bill Clinton,spoof
1382.wav,Winston Churchill,bona-fide
1383.wav,Winston Churchill,bona-fide
1384.wav,Calvin Coolidge,bona-fide
1385.wav,Donald Trump,bona-fide
1386.wav,Christopher Hitchens,bona-fide
1387.wav,Winston Churchill,bona-fide
1388.wav,Bill Clinton,bona-fide
1389.wav,FDR,spoof
1390.wav,Alec Guinness,bona-fide
1391.wav,Tucker Carlson,spoof
1392.wav,The Notorious B.I.G.,spoof
1393.wav,The Notorious B.I.G.,spoof
1394.wav,Ayn Rand,bona-fide
1395.wav,Alec Guinness,bona-fide
1396.wav,Bill Clinton,bona-fide
1397.wav,Norm MacDonald,spoof
1398.wav,Alec Guinness,bona-fide
1399.wav,Martin Luther King,spoof
1400.wav,Barack Obama,bona-fide
1401.wav,Christopher Hitchens,spoof
1402.wav,Louis Farrakhan,bona-fide
1403.wav,FDR,bona-fide
1404.wav,Donald Trump,bona-fide
1405.wav,Bernie Sanders,spoof
1406.wav,Martin Luther King,bona-fide
1407.wav,Alan Watts,spoof
1408.wav,Donald Trump,bona-fide
1409.wav,Alec Guinness,bona-fide
1410.wav,JFK,spoof
1411.wav,Donald Trump,bona-fide
1412.wav,Christopher Hitchens,bona-fide
1413.wav,Alec Guinness,spoof
1414.wav,Martin Luther King,bona-fide
1415.wav,Donald Trump,bona-fide
1416.wav,FDR,spoof
1417.wav,Martin Luther King,spoof
1418.wav,Donald Trump,spoof
1419.wav,Donald Trump,bona-fide
1420.wav,Barack Obama,bona-fide
1421.wav,Alec Guinness,bona-fide
1422.wav,Bernie Sanders,bona-fide
1423.wav,Ronald Reagan,spoof
1424.wav,Donald Trump,bona-fide
1425.wav,Ayn Rand,bona-fide
1426.wav,Barack Obama,bona-fide
1427.wav,Barack Obama,bona-fide
1428.wav,Mr. Rogers,spoof
1429.wav,Donald Trump,bona-fide
1430.wav,Barack Obama,bona-fide
1431.wav,Barack Obama,bona-fide
1432.wav,Ayn Rand,spoof
1433.wav,Martin Luther King,bona-fide
1434.wav,Bernie Sanders,spoof
1435.wav,Bill Clinton,bona-fide
1436.wav,Tucker Carlson,spoof
1437.wav,Mr. Rogers,spoof
1438.wav,Winston Churchill,bona-fide
1439.wav,George Carlin,spoof
1440.wav,Donald Trump,bona-fide
1441.wav,Bill Clinton,bona-fide
1442.wav,Ayn Rand,bona-fide
1443.wav,Winston Churchill,bona-fide
1444.wav,Alec Guinness,spoof
1445.wav,Adam Driver,spoof
1446.wav,Adam Driver,spoof
1447.wav,Mark Zuckerberg,spoof
1448.wav,Mark Zuckerberg,bona-fide
1449.wav,Donald Trump,bona-fide
1450.wav,Christopher Hitchens,bona-fide
1451.wav,Ronald Reagan,bona-fide
1452.wav,George W. Bush,spoof
1453.wav,Winston Churchill,spoof
1454.wav,Barack Obama,bona-fide
1455.wav,Ayn Rand,bona-fide
1456.wav,Donald Trump,bona-fide
1457.wav,Malcolm X,bona-fide
1458.wav,Barack Obama,bona-fide
1459.wav,Alec Guinness,spoof
1460.wav,Donald Trump,bona-fide
1461.wav,Alec Guinness,bona-fide
